iter	RMSE
375	8.716253573
376	8.703242168
377	8.692695067
378	8.68516864
379	8.676609294
380	8.669170316
381	8.6606257
382	8.653828711
383	8.632589213
384	8.624476254
385	8.605246694
386	8.590448369
387	8.573855752
388	8.567327555
389	8.560869718
390	8.548719103
391	8.541754382
392	8.534267577
393	8.514723844
394	8.500749813
395	8.492948528
396	8.473390419
397	8.462326434
398	8.452959883
399	8.437966447
400	8.425526308
401	8.417671713
402	8.400261006
403	8.387505973
404	8.377505305
405	8.370559402
406	8.356539778
407	8.342056977
408	8.326357288
409	8.311753953
410	8.303800688
411	8.296554124
412	8.280051204
413	8.270232178
414	8.258676452
415	8.249320246
416	8.237364353
417	8.227803898
418	8.222403306
419	8.207373016
420	8.194032733
421	8.182014605
422	8.174819913
423	8.164444636
424	8.152358832
425	8.143889402
426	8.132862902
427	8.122629559
428	8.110952912
429	8.104591121
430	8.098770638
431	8.091827
432	8.085166608
433	8.07985646
434	8.071741024
435	8.063036928
436	8.055707888
437	8.048844959
438	8.038866169
439	8.033948316
440	8.023913388
441	8.011506774
442	8.005302696
443	7.99975132
444	7.984944972
445	7.979212723
446	7.967676558
447	7.956053113
448	7.943540455
449	7.935652687
450	7.923314843
451	7.917583961
452	7.905149304
453	7.895529124
454	7.889343729
455	7.881502375
456	7.875446135
457	7.870340657
458	7.86598144
459	7.860114108
460	7.850771498
461	7.845638526
462	7.835375569
463	7.827052147
464	7.816169031
465	7.80700556
466	7.799055642
467	7.789061299
468	7.782359528
469	7.775700116
470	7.771320853
471	7.765326894
472	7.760121101
473	7.748976534
474	7.741204269
475	7.734984576
476	7.728097958
477	7.718467992
478	7.714144199
479	7.701544314
480	7.691410581
481	7.686682568
482	7.678137356
483	7.674580289
484	7.668811103
485	7.661642331
486	7.655581789
487	7.651541727
488	7.641872032
489	7.631712125
490	7.622205447
491	7.614221178
492	7.610213442
493	7.602829916
494	7.596497021
495	7.590703286
496	7.582208857
497	7.573480083
498	7.567148094
499	7.561456294
500	7.553310858
501	7.545896049
502	7.538374328
503	7.529230036
504	7.525029153
505	7.516370545
506	7.510441047
507	7.500846188
508	7.496873372
509	7.492233423
510	7.486676062
511	7.480715109
512	7.475336715
513	7.470712572
514	7.463070634
515	7.449237491
516	7.440083713
517	7.430823103
518	7.423032494
519	7.417303563
520	7.406532766
521	7.400350989
522	7.391487029
523	7.383344103
524	7.377969264
525	7.370939876
526	7.365701298
527	7.358550168
528	7.352025191
529	7.348693027
530	7.340241974
531	7.334886655
532	7.330796059
533	7.325539786
534	7.321422635
535	7.318079109
536	7.310569174
537	7.305906623
538	7.298498547
539	7.29252255
540	7.284426708
541	7.280969332
542	7.277772031
543	7.268471419
544	7.26499907
545	7.258464218
546	7.253783241
547	7.247109887
548	7.23985989
549	7.234905288
550	7.229015103
551	7.222689738
552	7.216681124
553	7.212938432
554	7.208806565
555	7.202075689
556	7.197105168
557	7.190642874
558	7.188225309
559	7.181774731
560	7.178912181
561	7.174423811
562	7.167775823
563	7.162517689
564	7.157748182
565	7.154083419
566	7.144997754
567	7.139900251
568	7.133325821
569	7.126909534
570	7.122833993
571	7.114629769
572	7.110672361
573	7.10315904
574	7.093630046
575	7.089434276
576	7.081671162
577	7.07379682
578	7.066197869
579	7.060366647
580	7.057083457
581	7.050939977
582	7.045256678
583	7.04023006
584	7.035602835
585	7.030336636
586	7.026314663
587	7.021975114
588	7.01649218
589	7.014643284
590	7.009848315
591	7.004076591
592	6.999276765
593	6.994506554
594	6.986656691
595	6.982466453
596	6.975209756
597	6.969129544
598	6.964174744
599	6.960902575
600	6.95529924
601	6.951887058
602	6.947837862
603	6.944210789
604	6.939021975
605	6.93228852
606	6.927689354
607	6.923807452
608	6.918865901
609	6.912941424
610	6.908626439
611	6.903641582
612	6.896163126
613	6.890085105
614	6.886479592
615	6.880721782
616	6.87552283
617	6.870553053
618	6.865759069
619	6.860888504
620	6.85586576
621	6.84998181
622	6.845595676
623	6.842432423
624	6.837803012
625	6.830800373
626	6.823207663
627	6.817376774
628	6.811636468
629	6.80660268
630	6.802842791
631	6.798685229
632	6.793469079
633	6.790708655
634	6.787097364
635	6.783325268
636	6.77683007
637	6.77385077
638	6.769376193
639	6.76470799
640	6.760023418
641	6.754669959
642	6.750965082
643	6.744609584
644	6.740274097
645	6.73652548
646	6.730186864
647	6.724247151
648	6.721128114
649	6.716263988
650	6.709813995
651	6.705771624
652	6.700088584
653	6.696155742
654	6.692487945
655	6.687320134
656	6.682208367
657	6.679202197
658	6.673653512
659	6.670288848
660	6.664330629
661	6.658845887
662	6.655375345
663	6.650675329
664	6.645902024
665	6.641055857
666	6.635928277
667	6.631816433
668	6.62801396
669	6.624575404
670	6.620971953
671	6.617349779
672	6.613040184
673	6.609078862
674	6.604869799
675	6.600455671
676	6.597669501
677	6.595060672
678	6.590525344
679	6.588019728
680	6.584412011
681	6.580735905
682	6.576511255
683	6.57214163
684	6.567924574
685	6.565255097
686	6.561086474
687	6.555996847
688	6.551515657
689	6.548335687
690	6.543654146
691	6.539987271
692	6.536562527
693	6.533223664
694	6.527961841
695	6.523468933
696	6.519258771
697	6.51613591
698	6.513818403
699	6.508184053
700	6.505619167
701	6.502728096
702	6.499582901
703	6.495087065
704	6.492686538
705	6.489845114
706	6.486170402
707	6.482089278
708	6.477411926
709	6.470155382
710	6.465776755
711	6.461353235
712	6.457383972
713	6.453608286
714	6.448515798
715	6.445909021
716	6.441714943
717	6.438924582
718	6.434226601
719	6.430166529
720	6.426606319
721	6.423473327
722	6.419649257
723	6.415458947
724	6.412337103
725	6.408751662
726	6.403487336
727	6.398787264
728	6.394833126
729	6.39223512
730	6.388146169
731	6.383737349
732	6.379370928
733	6.375877525
734	6.372544314
735	6.368958843
736	6.364614105
737	6.361696468
738	6.35744937
739	6.353722234
740	6.349999664
741	6.345312194
742	6.340347773
743	6.335747201
744	6.33142489
745	6.326140735
746	6.322807578
747	6.317627849
748	6.312519165
749	6.308924397
750	6.304845646
751	6.300634405
752	6.297202421
753	6.293535443
754	6.290547234
755	6.288343859
756	6.28530662
757	6.281702509
758	6.27745307
759	6.274232586
760	6.270008199
761	6.266822184
762	6.263444776
763	6.259522285
764	6.255557052
765	6.252987627
766	6.250955671
767	6.246759953
768	6.243029618
769	6.239806119
770	6.236543285
771	6.233463383
772	6.229261747
773	6.224960738
774	6.219625814
775	6.216518857
776	6.212656171
777	6.209250805
778	6.206862856
779	6.201736717
780	6.198596008
781	6.195454786
782	6.191573303
783	6.187548676
784	6.184531181
785	6.181928159
786	6.17878956
787	6.175851126
788	6.172452619
789	6.169791079
790	6.167580874
791	6.164061229
792	6.160913503
793	6.157127404
794	6.153343436
795	6.149722301
796	6.14543272
797	6.142342395
798	6.138678621
799	6.135820173
800	6.131797179
801	6.12800526
802	6.124349889
803	6.121473143
804	6.117379402
805	6.11363005
806	6.11029365
807	6.107242929
808	6.105312299
809	6.103254085
810	6.099905927
811	6.097421246
812	6.094877102
813	6.09157642
814	6.088280622
815	6.086269416
816	6.083669163
817	6.07970461
818	6.076988531
819	6.072897673
820	6.070236264
821	6.066482699
822	6.06307975
823	6.060285788
824	6.056012991
825	6.052760969
826	6.049065743
827	6.046479725
828	6.042840761
829	6.039661798
830	6.035695985
831	6.032841691
832	6.030328649
833	6.026375197
834	6.023117203
835	6.020655248
836	6.016610237
837	6.014766418
838	6.011485011
839	6.00800743
840	6.005114973
841	6.001787947
842	5.999422884
843	5.996247504
844	5.991000331
845	5.985774173
846	5.981273727
847	5.978050801
848	5.974753774
849	5.972103477
850	5.968605761
851	5.966898001
852	5.963827717
853	5.960609192
854	5.957657394
855	5.953891188
856	5.950341623
857	5.947238048
858	5.944929747
859	5.939941817
860	5.93695645
861	5.934110662
862	5.930839759
863	5.928520147
864	5.925667628
865	5.921557926
866	5.917715254
867	5.914605587
868	5.909588846
869	5.906964611
870	5.90338975
871	5.900306723
872	5.897768898
873	5.894746252
874	5.891360517
875	5.88795734
876	5.885313538
877	5.882129867
878	5.878481744
879	5.876409797
880	5.873221739
881	5.872125996
882	5.870034996
883	5.867523038
884	5.864623078
885	5.861385244
886	5.858702067
887	5.854542827
888	5.851655261
889	5.848994794
890	5.846656828
891	5.843076265
892	5.84066592
893	5.837554697
894	5.834798938
895	5.831285873
896	5.827343883
897	5.824671592
898	5.821631545
899	5.819023583
900	5.816146148
901	5.813349755
902	5.811169142
903	5.80810165
904	5.804080893
905	5.80087789
906	5.797543236
907	5.794794917
908	5.792128683
909	5.78842356
910	5.785541297
911	5.781924926
912	5.778690043
913	5.775948335
914	5.772699046
915	5.76928213
916	5.765706586
917	5.762414385
918	5.760523844
919	5.757247321
920	5.753652018
921	5.750316335
922	5.74739653
923	5.744763761
924	5.742576668
925	5.739767069
926	5.736914181
927	5.734010008
928	5.730222107
929	5.727885336
930	5.725375864
931	5.722676131
932	5.72068754
933	5.717290951
934	5.715075939
935	5.713206741
936	5.710813361
937	5.70864744
938	5.705946568
939	5.702894736
940	5.699869513
941	5.695919337
942	5.693687727
943	5.689735558
944	5.686680245
945	5.68386095
946	5.680815743
947	5.67795377
948	5.675862078
949	5.673525839
950	5.672051618
951	5.669424029
952	5.666966135
953	5.662864992
954	5.660060013
955	5.657462005
956	5.65571411
957	5.653236868
958	5.650910893
959	5.648887111
960	5.645582003
961	5.643548334
962	5.640527527
963	5.638104559
964	5.635876226
965	5.632942883
966	5.629701749
967	5.626856169
968	5.624448256
969	5.621948509
970	5.619900616
971	5.617334404
972	5.615307746
973	5.613029524
974	5.610810391
975	5.60866527
976	5.606045577
977	5.603539113
978	5.60054082
979	5.59853634
980	5.596450468
981	5.592455655
982	5.589831501
983	5.586711041
984	5.583319299
985	5.581102726
986	5.578368291
987	5.576343004
988	5.573205971
989	5.570533279
990	5.568246846
991	5.565902172
992	5.563014226
993	5.562037306
994	5.559459009
995	5.556995615
996	5.554792766
997	5.552488927
998	5.550529027
999	5.54802778
